pathwayName	entrez	gene_symbol
EGFR downregulation	374	AREG
Negative regulation of the PI3K/AKT network	374	AREG
ER to Golgi Anterograde Transport	374	AREG
COPII-mediated vesicle transport	374	AREG
Asparagine N-linked glycosylation	374	AREG
Diseases of signal transduction by growth factor receptors and second messengers	374	AREG
RAF/MAP kinase cascade	374	AREG
MAPK family signaling cascades	374	AREG
MAPK1/MAPK3 signaling	374	AREG
Cargo concentration in the ER	374	AREG
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	374	AREG
Cargo recognition for clathrin-mediated endocytosis	374	AREG
Clathrin-mediated endocytosis	374	AREG
ESR-mediated signaling	374	AREG
Intracellular signaling by second messengers	374	AREG
Signaling by Nuclear Receptors	374	AREG
Extra-nuclear estrogen signaling	374	AREG
Transport to the Golgi and subsequent modification	374	AREG
FLT3 Signaling	374	AREG
Estrogen-dependent nuclear events downstream of ESR-membrane signaling	374	AREG
Potassium Channels	3741	KCNA5
Voltage gated Potassium channels	3741	KCNA5
Potassium Channels	3742	KCNA6
Voltage gated Potassium channels	3742	KCNA6
The citric acid (TCA) cycle and respiratory electron transport	374291	NDUFS7
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	374291	NDUFS7
Respiratory electron transport	374291	NDUFS7
Complex I biogenesis	374291	NDUFS7
Potassium Channels	3743	KCNA7
Voltage gated Potassium channels	3743	KCNA7
Platelet degranulation	374354	NHLRC2
Platelet activation, signaling and aggregation	374354	NHLRC2
Response to elevated platelet cytosolic Ca2+	374354	NHLRC2
O-linked glycosylation	374378	GALNT18
O-linked glycosylation of mucins	374378	GALNT18
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	374383	NCR3LG1
Neutrophil degranulation	374395	TMEM179B
Potassium Channels	3744	KCNA10
Voltage gated Potassium channels	3744	KCNA10
Neutrophil degranulation	374403	TBC1D10C
TBC/RABGAPs	374403	TBC1D10C
Rab regulation of trafficking	374403	TBC1D10C
Keratinization	374454	KRT77
Formation of the cornified envelope	374454	KRT77
Potassium Channels	3745	KCNB1
Voltage gated Potassium channels	3745	KCNB1
Integration of energy metabolism	3745	KCNB1
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	3745	KCNB1
Regulation of insulin secretion	3745	KCNB1
Metabolism of amino acids and derivatives	374569	ASPG
Aspartate and asparagine metabolism	374569	ASPG
Potassium Channels	3746	KCNC1
Voltage gated Potassium channels	3746	KCNC1
Signaling by Hedgehog	374654	KIF7
Hedgehog 'off' state	374654	KIF7
Hedgehog 'on' state	374654	KIF7
Potassium Channels	3747	KCNC2
Voltage gated Potassium channels	3747	KCNC2
Integration of energy metabolism	3747	KCNC2
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	3747	KCNC2
Regulation of insulin secretion	3747	KCNC2
Potassium Channels	3748	KCNC3
Voltage gated Potassium channels	3748	KCNC3
Ion transport by P-type ATPases	374868	ATP9B
Ion channel transport	374868	ATP9B
Potassium Channels	3749	KCNC4
Voltage gated Potassium channels	3749	KCNC4
O-linked glycosylation	374907	B3GNT8
O-linked glycosylation of mucins	374907	B3GNT8
Synthesis of PA	374986	MIGA1
Glycerophospholipid biosynthesis	374986	MIGA1
Phospholipid metabolism	374986	MIGA1
PI Metabolism	375	ARF1
Phospholipid metabolism	375	ARF1
HIV Infection	375	ARF1
Host Interactions of HIV factors	375	ARF1
The role of Nef in HIV-1 replication and disease pathogenesis	375	ARF1
Synthesis of PIPs at the plasma membrane	375	ARF1
Synthesis of PIPs at the Golgi membrane	375	ARF1
ER to Golgi Anterograde Transport	375	ARF1
trans-Golgi Network Vesicle Budding	375	ARF1
MHC class II antigen presentation	375	ARF1
Lysosome Vesicle Biogenesis	375	ARF1
Golgi Associated Vesicle Biogenesis	375	ARF1
Asparagine N-linked glycosylation	375	ARF1
Interleukin-12 family signaling	375	ARF1
Signaling by Interleukins	375	ARF1
COPI-mediated anterograde transport	375	ARF1
COPI-dependent Golgi-to-ER retrograde traffic	375	ARF1
Intra-Golgi traffic	375	ARF1
Intra-Golgi and retrograde Golgi-to-ER traffic	375	ARF1
Golgi-to-ER retrograde transport	375	ARF1
Interleukin-12 signaling	375	ARF1
Transport to the Golgi and subsequent modification	375	ARF1
Potassium Channels	3750	KCND1
Voltage gated Potassium channels	3750	KCND1
Cardiac conduction	3750	KCND1
ER to Golgi Anterograde Transport	375056	MIA3
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	375056	MIA3
Asparagine N-linked glycosylation	375056	MIA3
Cargo concentration in the ER	375056	MIA3
Post-translational protein phosphorylation	375056	MIA3
Transport to the Golgi and subsequent modification	375056	MIA3
Potassium Channels	3751	KCND2
Voltage gated Potassium channels	3751	KCND2
Cardiac conduction	3751	KCND2
Potassium Channels	3752	KCND3
Voltage gated Potassium channels	3752	KCND3
Cardiac conduction	3752	KCND3
Cardiac conduction	3753	KCNE1
Phase 2 - plateau phase	3753	KCNE1
Passive transport by Aquaporins	375318	AQP12A
Aquaporin-mediated transport	375318	AQP12A
Potassium Channels	3754	KCNF1
Voltage gated Potassium channels	3754	KCNF1
Potassium Channels	3755	KCNG1
Voltage gated Potassium channels	3755	KCNG1
Gap junction trafficking and regulation	375519	GJB7
Gap junction trafficking	375519	GJB7
Gap junction assembly	375519	GJB7
Potassium Channels	3756	KCNH1
Voltage gated Potassium channels	3756	KCNH1
Potassium Channels	3757	KCNH2
Voltage gated Potassium channels	3757	KCNH2
Cardiac conduction	3757	KCNH2
PI Metabolism	375775	PNPLA7
Phospholipid metabolism	375775	PNPLA7
Glycosaminoglycan metabolism	375790	AGRN
Heparan sulfate/heparin (HS-GAG) metabolism	375790	AGRN
Chondroitin sulfate/dermatan sulfate metabolism	375790	AGRN
Metabolism of vitamins and cofactors	375790	AGRN
A tetrasaccharide linker sequence is required for GAG synthesis	375790	AGRN
HS-GAG biosynthesis	375790	AGRN
HS-GAG degradation	375790	AGRN
Integrin cell surface interactions	375790	AGRN
Visual phototransduction	375790	AGRN
Non-integrin membrane-ECM interactions	375790	AGRN
ECM proteoglycans	375790	AGRN
NCAM signaling for neurite out-growth	375790	AGRN
G alpha (i) signalling events	375790	AGRN
NCAM1 interactions	375790	AGRN
Metabolism of fat-soluble vitamins	375790	AGRN
Metabolism of carbohydrates	375790	AGRN
Retinoid metabolism and transport	375790	AGRN
Inwardly rectifying K+ channels	3758	KCNJ1
Potassium Channels	3758	KCNJ1
Neurotransmitter receptors and postsynaptic signal transmission	3759	KCNJ2
Transmission across Chemical Synapses	3759	KCNJ2
Activation of G protein gated Potassium channels	3759	KCNJ2
G protein gated Potassium channels	3759	KCNJ2
Inwardly rectifying K+ channels	3759	KCNJ2
Potassium Channels	3759	KCNJ2
Phase 4 - resting membrane potential	3759	KCNJ2
Cardiac conduction	3759	KCNJ2
GABA receptor activation	3759	KCNJ2
GABA B receptor activation	3759	KCNJ2
Neurotransmitter receptors and postsynaptic signal transmission	3760	KCNJ3
Transmission across Chemical Synapses	3760	KCNJ3
Activation of G protein gated Potassium channels	3760	KCNJ3
G protein gated Potassium channels	3760	KCNJ3
Inwardly rectifying K+ channels	3760	KCNJ3
Potassium Channels	3760	KCNJ3
GABA receptor activation	3760	KCNJ3
GABA B receptor activation	3760	KCNJ3
Neurotransmitter receptors and postsynaptic signal transmission	3761	KCNJ4
Transmission across Chemical Synapses	3761	KCNJ4
Activation of G protein gated Potassium channels	3761	KCNJ4
G protein gated Potassium channels	3761	KCNJ4
Inwardly rectifying K+ channels	3761	KCNJ4
Potassium Channels	3761	KCNJ4
Phase 4 - resting membrane potential	3761	KCNJ4
Cardiac conduction	3761	KCNJ4
GABA receptor activation	3761	KCNJ4
GABA B receptor activation	3761	KCNJ4
Neurotransmitter receptors and postsynaptic signal transmission	3762	KCNJ5
Transmission across Chemical Synapses	3762	KCNJ5
Activation of G protein gated Potassium channels	3762	KCNJ5
G protein gated Potassium channels	3762	KCNJ5
Inwardly rectifying K+ channels	3762	KCNJ5
Potassium Channels	3762	KCNJ5
GABA receptor activation	3762	KCNJ5
GABA B receptor activation	3762	KCNJ5
RAB geranylgeranylation	376267	RAB15
Neurotransmitter receptors and postsynaptic signal transmission	3763	KCNJ6
Transmission across Chemical Synapses	3763	KCNJ6
Activation of G protein gated Potassium channels	3763	KCNJ6
G protein gated Potassium channels	3763	KCNJ6
Inwardly rectifying K+ channels	3763	KCNJ6
Potassium Channels	3763	KCNJ6
GABA receptor activation	3763	KCNJ6
GABA B receptor activation	3763	KCNJ6
Inwardly rectifying K+ channels	3764	KCNJ8
Potassium Channels	3764	KCNJ8
PPARA activates gene expression	376497	SLC27A1
Regulation of lipid metabolism by PPARalpha	376497	SLC27A1
Transport of vitamins, nucleosides, and related molecules	376497	SLC27A1
SLC-mediated transmembrane transport	376497	SLC27A1
Neurotransmitter receptors and postsynaptic signal transmission	3765	KCNJ9
Transmission across Chemical Synapses	3765	KCNJ9
Activation of G protein gated Potassium channels	3765	KCNJ9
G protein gated Potassium channels	3765	KCNJ9
Inwardly rectifying K+ channels	3765	KCNJ9
Potassium Channels	3765	KCNJ9
GABA receptor activation	3765	KCNJ9
GABA B receptor activation	3765	KCNJ9
Neurotransmitter receptors and postsynaptic signal transmission	3766	KCNJ10
Transmission across Chemical Synapses	3766	KCNJ10
Activation of G protein gated Potassium channels	3766	KCNJ10
G protein gated Potassium channels	3766	KCNJ10
Inwardly rectifying K+ channels	3766	KCNJ10
Potassium Channels	3766	KCNJ10
GABA receptor activation	3766	KCNJ10
GABA B receptor activation	3766	KCNJ10
Inwardly rectifying K+ channels	3767	KCNJ11
Potassium Channels	3767	KCNJ11
Integration of energy metabolism	3767	KCNJ11
ABC-family proteins mediated transport	3767	KCNJ11
Regulation of insulin secretion	3767	KCNJ11
Cardiac conduction	3767	KCNJ11
Ion homeostasis	3767	KCNJ11
Neurotransmitter receptors and postsynaptic signal transmission	3768	KCNJ12
Transmission across Chemical Synapses	3768	KCNJ12
Activation of G protein gated Potassium channels	3768	KCNJ12
G protein gated Potassium channels	3768	KCNJ12
Inwardly rectifying K+ channels	3768	KCNJ12
Potassium Channels	3768	KCNJ12
Phase 4 - resting membrane potential	3768	KCNJ12
Cardiac conduction	3768	KCNJ12
GABA receptor activation	3768	KCNJ12
GABA B receptor activation	3768	KCNJ12
PI Metabolism	377	ARF3
Phospholipid metabolism	377	ARF3
Synthesis of PIPs at the Golgi membrane	377	ARF3
ER to Golgi Anterograde Transport	377	ARF3
Asparagine N-linked glycosylation	377	ARF3
COPI-mediated anterograde transport	377	ARF3
COPI-dependent Golgi-to-ER retrograde traffic	377	ARF3
Intra-Golgi and retrograde Golgi-to-ER traffic	377	ARF3
Golgi-to-ER retrograde transport	377	ARF3
Transport to the Golgi and subsequent modification	377	ARF3
Inwardly rectifying K+ channels	3770	KCNJ14
Potassium Channels	3770	KCNJ14
Phase 4 - resting membrane potential	3770	KCNJ14
Cardiac conduction	3770	KCNJ14
Neurotransmitter receptors and postsynaptic signal transmission	3772	KCNJ15
Transmission across Chemical Synapses	3772	KCNJ15
Activation of G protein gated Potassium channels	3772	KCNJ15
G protein gated Potassium channels	3772	KCNJ15
Inwardly rectifying K+ channels	3772	KCNJ15
Potassium Channels	3772	KCNJ15
GABA receptor activation	3772	KCNJ15
GABA B receptor activation	3772	KCNJ15
Neurotransmitter receptors and postsynaptic signal transmission	3773	KCNJ16
Transmission across Chemical Synapses	3773	KCNJ16
Activation of G protein gated Potassium channels	3773	KCNJ16
G protein gated Potassium channels	3773	KCNJ16
Inwardly rectifying K+ channels	3773	KCNJ16
Potassium Channels	3773	KCNJ16
GABA receptor activation	3773	KCNJ16
GABA B receptor activation	3773	KCNJ16
Potassium Channels	3775	KCNK1
Tandem pore domain potassium channels	3775	KCNK1
Phase 4 - resting membrane potential	3775	KCNK1
Cardiac conduction	3775	KCNK1
Potassium Channels	3776	KCNK2
Tandem pore domain potassium channels	3776	KCNK2
Phase 4 - resting membrane potential	3776	KCNK2
Cardiac conduction	3776	KCNK2
Deubiquitination	377630	USP17L2
Ub-specific processing proteases	377630	USP17L2
Reversible hydration of carbon dioxide	377677	CA13
Potassium Channels	3777	KCNK3
Tandem pore domain potassium channels	3777	KCNK3
Phase 4 - resting membrane potential	3777	KCNK3
Cardiac conduction	3777	KCNK3
Potassium Channels	3778	KCNMA1
Nitric oxide stimulates guanylate cyclase	3778	KCNMA1
Platelet homeostasis	3778	KCNMA1
cGMP effects	3778	KCNMA1
Metabolism of nucleotides	377841	ENTPD8
Nucleobase catabolism	377841	ENTPD8
Potassium Channels	3779	KCNMB1
Nitric oxide stimulates guanylate cyclase	3779	KCNMB1
Platelet homeostasis	3779	KCNMB1
cGMP effects	3779	KCNMB1
ER to Golgi Anterograde Transport	378	ARF4
Asparagine N-linked glycosylation	378	ARF4
Cilium Assembly	378	ARF4
VxPx cargo-targeting to cilium	378	ARF4
Cargo trafficking to the periciliary membrane	378	ARF4
COPI-mediated anterograde transport	378	ARF4
COPI-dependent Golgi-to-ER retrograde traffic	378	ARF4
Intra-Golgi and retrograde Golgi-to-ER traffic	378	ARF4
Golgi-to-ER retrograde transport	378	ARF4
Transport to the Golgi and subsequent modification	378	ARF4
Potassium Channels	3780	KCNN1
Potassium Channels	3781	KCNN2
Potassium Channels	3782	KCNN3
Potassium Channels	3783	KCNN4
Potassium Channels	3784	KCNQ1
Voltage gated Potassium channels	3784	KCNQ1
Cardiac conduction	3784	KCNQ1
Phase 2 - plateau phase	3784	KCNQ1
Potassium Channels	3785	KCNQ2
Voltage gated Potassium channels	3785	KCNQ2
L1CAM interactions	3785	KCNQ2
Interaction between L1 and Ankyrins	3785	KCNQ2
Potassium Channels	3786	KCNQ3
Voltage gated Potassium channels	3786	KCNQ3
L1CAM interactions	3786	KCNQ3
Interaction between L1 and Ankyrins	3786	KCNQ3
Potassium Channels	3787	KCNS1
Voltage gated Potassium channels	3787	KCNS1
Potassium Channels	3788	KCNS2
Voltage gated Potassium channels	3788	KCNS2
Fertilization	378807	CATSPER4
Glycogen synthesis	378884	NHLRC1
Metabolism of carbohydrates	378884	NHLRC1
Glycogen metabolism	378884	NHLRC1
Potassium Channels	3790	KCNS3
Voltage gated Potassium channels	3790	KCNS3
Integration of energy metabolism	3790	KCNS3
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	3790	KCNS3
Regulation of insulin secretion	3790	KCNS3
Signaling by VEGF	3791	KDR
Integrin cell surface interactions	3791	KDR
VEGFA-VEGFR2 Pathway	3791	KDR
VEGFR2 mediated cell proliferation	3791	KDR
Diseases of signal transduction by growth factor receptors and second messengers	3791	KDR
Signaling by PDGFR in disease	3791	KDR
Class A/1 (Rhodopsin-like receptors)	3792	KEL
Peptide ligand-binding receptors	3792	KEL
GPCR ligand binding	3792	KEL
Metabolism of carbohydrates	3795	KHK
Amplification of signal from the kinetochores	3796	KIF2A
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	3796	KIF2A
Signaling by Rho GTPases	3796	KIF2A
RHO GTPase Effectors	3796	KIF2A
MHC class II antigen presentation	3796	KIF2A
Resolution of Sister Chromatid Cohesion	3796	KIF2A
Mitotic Metaphase and Anaphase	3796	KIF2A
RHO GTPases Activate Formins	3796	KIF2A
COPI-dependent Golgi-to-ER retrograde traffic	3796	KIF2A
Intra-Golgi and retrograde Golgi-to-ER traffic	3796	KIF2A
Mitotic Prometaphase	3796	KIF2A
Mitotic Anaphase	3796	KIF2A
M Phase	3796	KIF2A
Mitotic Spindle Checkpoint	3796	KIF2A
Cell Cycle Checkpoints	3796	KIF2A
Golgi-to-ER retrograde transport	3796	KIF2A
EML4 and NUDC in mitotic spindle formation	3796	KIF2A
Kinesins	3796	KIF2A
Factors involved in megakaryocyte development and platelet production	3796	KIF2A
MHC class II antigen presentation	3797	KIF3C
Cilium Assembly	3797	KIF3C
Intraflagellar transport	3797	KIF3C
COPI-dependent Golgi-to-ER retrograde traffic	3797	KIF3C
Intra-Golgi and retrograde Golgi-to-ER traffic	3797	KIF3C
Golgi-to-ER retrograde transport	3797	KIF3C
Kinesins	3797	KIF3C
Factors involved in megakaryocyte development and platelet production	3797	KIF3C
Signaling by Rho GTPases	3798	KIF5A
RHO GTPase Effectors	3798	KIF5A
MHC class II antigen presentation	3798	KIF5A
Insulin processing	3798	KIF5A
Peptide hormone metabolism	3798	KIF5A
RHO GTPases activate KTN1	3798	KIF5A
COPI-dependent Golgi-to-ER retrograde traffic	3798	KIF5A
Intra-Golgi and retrograde Golgi-to-ER traffic	3798	KIF5A
Golgi-to-ER retrograde transport	3798	KIF5A
Kinesins	3798	KIF5A
Factors involved in megakaryocyte development and platelet production	3798	KIF5A
Signaling by Rho GTPases	3799	KIF5B
RHO GTPase Effectors	3799	KIF5B
MHC class II antigen presentation	3799	KIF5B
Insulin processing	3799	KIF5B
Peptide hormone metabolism	3799	KIF5B
RHO GTPases activate KTN1	3799	KIF5B
COPI-dependent Golgi-to-ER retrograde traffic	3799	KIF5B
Intra-Golgi and retrograde Golgi-to-ER traffic	3799	KIF5B
Golgi-to-ER retrograde transport	3799	KIF5B
Kinesins	3799	KIF5B
Factors involved in megakaryocyte development and platelet production	3799	KIF5B
Branched-chain amino acid catabolism	38	ACAT1
Metabolism of amino acids and derivatives	38	ACAT1
Ketone body metabolism	38	ACAT1
Insulin processing	3800	KIF5C
Peptide hormone metabolism	3800	KIF5C
Chaperonin-mediated protein folding	3801	KIFC3
Association of TriC/CCT with target proteins during biosynthesis	3801	KIFC3
Protein folding	3801	KIFC3
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	3804	KIR2DL3
ER to Golgi Anterograde Transport	381	ARF5
Asparagine N-linked glycosylation	381	ARF5
COPI-mediated anterograde transport	381	ARF5
COPI-dependent Golgi-to-ER retrograde traffic	381	ARF5
Intra-Golgi and retrograde Golgi-to-ER traffic	381	ARF5
Golgi-to-ER retrograde transport	381	ARF5
Transport to the Golgi and subsequent modification	381	ARF5
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	3812	KIR3DL2
Class A/1 (Rhodopsin-like receptors)	3814	KISS1
Peptide ligand-binding receptors	3814	KISS1
G alpha (q) signalling events	3814	KISS1
GPCR ligand binding	3814	KISS1
PIP3 activates AKT signaling	3815	KIT
Signaling by SCF-KIT	3815	KIT
Regulation of KIT signaling	3815	KIT
Negative regulation of the PI3K/AKT network	3815	KIT
Diseases of signal transduction by growth factor receptors and second messengers	3815	KIT
RAF/MAP kinase cascade	3815	KIT
MAPK family signaling cascades	3815	KIT
MAPK1/MAPK3 signaling	3815	KIT
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	3815	KIT
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	3815	KIT
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	3815	KIT
Intracellular signaling by second messengers	3815	KIT
FLT3 Signaling	3815	KIT
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	3816	KLK1
Degradation of the extracellular matrix	3817	KLK2
Activation of Matrix Metalloproteinases	3817	KLK2
Signaling by Rho GTPases	3817	KLK2
RHO GTPase Effectors	3817	KLK2
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	3817	KLK2
